O,C,E,A,N,Article,Funct,Affect,CogMech,Inhib,Negemo,Sad,Bio,Body,Achiev,Health,Sexual,Adverbs,Prep,Relativ,Space,Time,Work,Certain,Assent,Anger,Insight,Posemo,Past,Verbs,Money,Percept,Friends,Social,Motion,Cause,Leisure,Incl,Home,Present,Humans,Anx,Relig,AuxVb,Negate,Ingest,Death,Quant,Tentat,Conj,Ipron,Pronoun,Swear,Hear,Family,See,Discrep,Numbers,Filler,Feel,Excl,Future,Nonflu,SheHe,Ppron,I,We,You,They,type_by_token_ratio,f_measure,i_measure,interjection_count,wrong_word_count,words_per_sentence,count_6,count_7,count_8,count_9,tentativity,number_past_tense,number_present_tense,number_punctuations,vocabulary_richness,positive_score,positive_words,negative_words,functional_words
mid,mid,high,mid,mid,0.07472527472527472,0.5164835164835165,0.03076923076923077,0.14505494505494507,0.002197802197802198,0.006593406593406593,0.002197802197802198,0.002197802197802198,0.002197802197802198,0.01978021978021978,0.0,0.0,0.04835164835164835,0.11428571428571428,0.07912087912087912,0.02197802197802198,0.04835164835164835,0.0,0.013186813186813187,0.0,0.0,0.015384615384615385,0.024175824175824177,0.03736263736263736,0.12747252747252746,0.0,0.008791208791208791,0.0,0.06813186813186813,0.008791208791208791,0.024175824175824177,0.0,0.041758241758241756,0.0,0.07252747252747253,0.008791208791208791,0.0,0.0,0.08571428571428572,0.024175824175824177,0.0,0.0,0.02197802197802198,0.01978021978021978,0.06153846153846154,0.05274725274725275,0.10989010989010989,0.0,0.006593406593406593,0.0,0.002197802197802198,0.017582417582417582,0.006593406593406593,0.006593406593406593,0.0,0.03296703296703297,0.008791208791208791,0.0,0.002197802197802198,0.05714285714285714,0.02857142857142857,0.004395604395604396,0.004395604395604396,0.017582417582417582,0.5186813186813187,108.0,2500,0.0,0.054945054945054944,41.36363636363637,0.26373626373626374,0.189010989010989,0.10989010989010989,0.08351648351648351,0.004395604395604396,0.07032967032967033,0.008791208791208791,3.727272727272727,19.8375,2084.999999999985,16,9,234
mid,mid,high,mid,mid,0.06323185011709602,0.5386416861826698,0.03747072599531616,0.1451990632318501,0.00936768149882904,0.00936768149882904,0.00702576112412178,0.0,0.0,0.01873536299765808,0.0,0.0,0.0585480093676815,0.11241217798594848,0.0936768149882904,0.03747072599531616,0.0351288056206089,0.01873536299765808,0.00702576112412178,0.0,0.00234192037470726,0.00468384074941452,0.02576112412177986,0.02576112412177986,0.12177985948477751,0.00234192037470726,0.00468384074941452,0.00234192037470726,0.09836065573770492,0.02576112412177986,0.01405152224824356,0.0,0.0585480093676815,0.00234192037470726,0.07962529274004684,0.03747072599531616,0.0,0.0,0.08665105386416862,0.01639344262295082,0.0,0.0,0.03747072599531616,0.02810304449648712,0.07494145199063232,0.05152224824355972,0.11241217798594848,0.00234192037470726,0.00234192037470726,0.0,0.0,0.00936768149882904,0.0,0.00468384074941452,0.00234192037470726,0.02810304449648712,0.0117096018735363,0.00234192037470726,0.00468384074941452,0.06088992974238876,0.02810304449648712,0.01639344262295082,0.00468384074941452,0.00936768149882904,0.4918032786885246,102.0,2600,0.0,0.06088992974238876,71.16666666666667,0.20608899297423888,0.11475409836065574,0.06323185011709602,0.02810304449648712,0.00234192037470726,0.07494145199063232,0.00702576112412178,4.0,17.215069146399617,1984.9199999999857,13,9,233
mid,mid,high,mid,mid,0.047619047619047616,0.6214285714285714,0.06666666666666667,0.1880952380952381,0.0,0.011904761904761904,0.011904761904761904,0.01904761904761905,0.002380952380952381,0.02142857142857143,0.009523809523809525,0.004761904761904762,0.06190476190476191,0.10476190476190476,0.08095238095238096,0.03333333333333333,0.04285714285714286,0.007142857142857143,0.014285714285714285,0.0,0.0,0.016666666666666666,0.05476190476190476,0.05,0.21428571428571427,0.002380952380952381,0.0,0.0,0.1380952380952381,0.009523809523809525,0.009523809523809525,0.002380952380952381,0.05,0.002380952380952381,0.11428571428571428,0.007142857142857143,0.0,0.0,0.14523809523809525,0.0380952380952381,0.002380952380952381,0.0,0.009523809523809525,0.02619047619047619,0.05714285714285714,0.09523809523809523,0.19047619047619047,0.0,0.0,0.004761904761904762,0.0,0.06190476190476191,0.0,0.007142857142857143,0.0,0.04285714285714286,0.02619047619047619,0.002380952380952381,0.011904761904761904,0.09523809523809523,0.009523809523809525,0.009523809523809525,0.05238095238095238,0.01904761904761905,0.45714285714285713,38.5,100,0.0,0.002380952380952381,38.18181818181818,0.21666666666666667,0.14047619047619048,0.08571428571428572,0.030952380952380953,0.002380952380952381,0.10238095238095238,0.023809523809523808,2.0,12.944223107569721,2162.8399999999842,22,8,247
mid,mid,high,mid,mid,0.03424657534246575,0.27671232876712326,0.02054794520547945,0.08493150684931507,0.0013698630136986301,0.010958904109589041,0.0013698630136986301,0.015068493150684932,0.0,0.00821917808219178,0.00410958904109589,0.00684931506849315,0.0273972602739726,0.09863013698630137,0.07397260273972603,0.03972602739726028,0.021917808219178082,0.009589041095890411,0.00684931506849315,0.0013698630136986301,0.005479452054794521,0.00821917808219178,0.005479452054794521,0.00684931506849315,0.0684931506849315,0.00821917808219178,0.00684931506849315,0.0013698630136986301,0.036986301369863014,0.009589041095890411,0.00821917808219178,0.0013698630136986301,0.0136986301369863,0.0027397260273972603,0.049315068493150684,0.0027397260273972603,0.0,0.0027397260273972603,0.024657534246575342,0.00410958904109589,0.00410958904109589,0.0,0.019178082191780823,0.03424657534246575,0.03561643835616438,0.030136986301369864,0.043835616438356165,0.0027397260273972603,0.0,0.0,0.005479452054794521,0.00684931506849315,0.00684931506849315,0.0013698630136986301,0.0013698630136986301,0.019178082191780823,0.00410958904109589,0.0,0.0013698630136986301,0.0136986301369863,0.0,0.0013698630136986301,0.010958904109589041,0.0,0.6027397260273972,246.5,17000,0.0,0.2328767123287671,9.240506329113924,0.22465753424657534,0.1589041095890411,0.11095890410958904,0.06301369863013699,0.005479452054794521,0.03561643835616438,0.00684931506849315,4.253164556962025,47.620538509705696,2218.4399999999837,10,22,234
high,high,high,mid,low,0.07783018867924528,0.455188679245283,0.01650943396226415,0.09198113207547169,0.0023584905660377358,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.01650943396226415,0.16745283018867924,0.12264150943396226,0.09669811320754718,0.02358490566037736,0.02122641509433962,0.009433962264150943,0.0,0.0,0.01179245283018868,0.01650943396226415,0.018867924528301886,0.11084905660377359,0.0,0.018867924528301886,0.0,0.04245283018867924,0.0023584905660377358,0.009433962264150943,0.0023584905660377358,0.04009433962264151,0.0,0.07547169811320754,0.0023584905660377358,0.0,0.0,0.07311320754716981,0.007075471698113208,0.0,0.0,0.030660377358490566,0.01650943396226415,0.03773584905660377,0.025943396226415096,0.05660377358490566,0.0,0.0,0.0,0.007075471698113208,0.0047169811320754715,0.007075471698113208,0.0,0.009433962264150943,0.0,0.009433962264150943,0.0,0.0,0.030660377358490566,0.0023584905660377358,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.5613207547169812,147.0,1800,0.0,0.04245283018867924,18.434782608695652,0.3231132075471698,0.24056603773584906,0.17688679245283018,0.12264150943396226,0.0047169811320754715,0.05188679245283019,0.01650943396226415,1.9130434782608696,19.29266096352994,1795.8799999999876,15,2,205
high,high,high,mid,low,0.0845442536327609,0.4464993394980185,0.023778071334214,0.0964332892998679,0.0,0.005284015852047556,0.001321003963011889,0.0066050198150594455,0.002642007926023778,0.010568031704095112,0.002642007926023778,0.0,0.026420079260237782,0.13210039630118892,0.11360634081902246,0.08058124174372523,0.026420079260237782,0.015852047556142668,0.010568031704095112,0.0,0.001321003963011889,0.009247027741083224,0.018494055482166448,0.013210039630118891,0.095112285336856,0.003963011889035667,0.0,0.001321003963011889,0.03963011889035667,0.007926023778071334,0.009247027741083224,0.001321003963011889,0.052840158520475564,0.009247027741083224,0.07661822985468957,0.001321003963011889,0.0,0.001321003963011889,0.07529722589167767,0.003963011889035667,0.001321003963011889,0.0,0.034346103038309116,0.009247027741083224,0.043593130779392336,0.03302509907529723,0.06737120211360634,0.0,0.0,0.001321003963011889,0.0,0.001321003963011889,0.002642007926023778,0.002642007926023778,0.0,0.003963011889035667,0.002642007926023778,0.001321003963011889,0.0,0.034346103038309116,0.007926023778071334,0.009247027741083224,0.010568031704095112,0.0066050198150594455,0.5151915455746368,192.0,4900,0.0,0.06472919418758256,18.023809523809526,0.27873183619550856,0.202113606340819,0.13606340819022458,0.09114927344782034,0.0,0.062087186261558784,0.015852047556142668,1.6904761904761905,19.19543509272468,3263.7199999999734,29,10,361
high,high,high,mid,low,0.04904051172707889,0.5543710021321961,0.04477611940298507,0.14072494669509594,0.0042643923240938165,0.023454157782515993,0.008528784648187633,0.02771855010660981,0.0021321961620469083,0.008528784648187633,0.023454157782515993,0.0,0.046908315565031986,0.13219616204690832,0.11513859275053305,0.06183368869936034,0.04051172707889126,0.006396588486140725,0.014925373134328358,0.0021321961620469083,0.0042643923240938165,0.02771855010660981,0.021321961620469083,0.06823027718550106,0.18336886993603413,0.0021321961620469083,0.017057569296375266,0.0,0.1257995735607676,0.019189765458422176,0.008528784648187633,0.008528784648187633,0.057569296375266525,0.008528784648187633,0.08955223880597014,0.01279317697228145,0.0,0.0,0.10021321961620469,0.014925373134328358,0.0042643923240938165,0.0,0.03411513859275053,0.01279317697228145,0.04477611940298507,0.057569296375266525,0.15565031982942432,0.0,0.0021321961620469083,0.0255863539445629,0.006396588486140725,0.017057569296375266,0.006396588486140725,0.006396588486140725,0.008528784648187633,0.008528784648187633,0.006396588486140725,0.0021321961620469083,0.010660980810234541,0.09808102345415778,0.046908315565031986,0.021321961620469083,0.017057569296375266,0.006396588486140725,0.5031982942430704,59.5,300,0.0,0.006396588486140725,21.318181818181817,0.15991471215351813,0.08102345415778252,0.04051172707889126,0.023454157782515993,0.006396588486140725,0.11513859275053305,0.017057569296375266,1.6363636363636365,19.89552899513059,2324.0799999999826,9,15,261
high,high,high,mid,low,0.05411255411255411,0.45021645021645024,0.03896103896103896,0.11038961038961038,0.0,0.010822510822510822,0.0021645021645021645,0.004329004329004329,0.0021645021645021645,0.015151515151515152,0.0,0.0021645021645021645,0.04329004329004329,0.11255411255411256,0.08658008658008658,0.045454545454545456,0.023809523809523808,0.023809523809523808,0.012987012987012988,0.0,0.0,0.012987012987012988,0.02813852813852814,0.015151515151515152,0.12987012987012986,0.0,0.010822510822510822,0.0,0.0367965367965368,0.017316017316017316,0.017316017316017316,0.008658008658008658,0.023809523809523808,0.0,0.08225108225108226,0.004329004329004329,0.0,0.0,0.09740259740259741,0.017316017316017316,0.0,0.0,0.025974025974025976,0.017316017316017316,0.02813852813852814,0.047619047619047616,0.0735930735930736,0.0,0.0,0.0,0.006493506493506494,0.006493506493506494,0.008658008658008658,0.0,0.0021645021645021645,0.025974025974025976,0.015151515151515152,0.008658008658008658,0.0,0.025974025974025976,0.004329004329004329,0.008658008658008658,0.0,0.012987012987012988,0.551948051948052,120.5,3600,0.0,0.07792207792207792,154.0,0.3051948051948052,0.22943722943722944,0.17532467532467533,0.11688311688311688,0.0021645021645021645,0.04112554112554113,0.02813852813852814,8.333333333333334,23.91967291967292,1901.5199999999866,15,11,199
high,high,high,mid,low,0.11349693251533742,0.5061349693251533,0.024539877300613498,0.11042944785276074,0.003067484662576687,0.0,0.0,0.0,0.0,0.015337423312883436,0.0,0.0,0.024539877300613498,0.15950920245398773,0.10122699386503067,0.06748466257668712,0.018404907975460124,0.006134969325153374,0.006134969325153374,0.003067484662576687,0.0,0.006134969325153374,0.02147239263803681,0.015337423312883436,0.12269938650306748,0.0,0.018404907975460124,0.0,0.03374233128834356,0.015337423312883436,0.024539877300613498,0.0,0.04294478527607362,0.0,0.07668711656441718,0.0,0.0,0.0,0.09202453987730061,0.003067484662576687,0.0,0.0,0.04294478527607362,0.02147239263803681,0.049079754601226995,0.04294478527607362,0.07668711656441718,0.0,0.003067484662576687,0.003067484662576687,0.006134969325153374,0.006134969325153374,0.009202453987730062,0.0,0.009202453987730062,0.003067484662576687,0.015337423312883436,0.0,0.0,0.03374233128834356,0.018404907975460124,0.0,0.009202453987730062,0.006134969325153374,0.5276073619631901,111.0,1300,0.0,0.03987730061349693,17.157894736842106,0.25153374233128833,0.17484662576687116,0.11042944785276074,0.049079754601226995,0.009202453987730062,0.027607361963190184,0.015337423312883436,1.5789473684210527,12.67481662591687,1423.3599999999913,5,2,162
high,high,high,mid,low,0.07329842931937172,0.43455497382198954,0.020942408376963352,0.07722513089005235,0.0013089005235602095,0.005235602094240838,0.002617801047120419,0.003926701570680628,0.002617801047120419,0.0013089005235602095,0.0,0.0,0.02356020942408377,0.1243455497382199,0.09554973821989529,0.056282722513089,0.03534031413612566,0.006544502617801047,0.002617801047120419,0.0,0.0013089005235602095,0.0,0.015706806282722512,0.01832460732984293,0.10209424083769633,0.005235602094240838,0.002617801047120419,0.0,0.02225130890052356,0.011780104712041885,0.007853403141361256,0.002617801047120419,0.03926701570680628,0.0,0.0693717277486911,0.0,0.0,0.0013089005235602095,0.08769633507853403,0.006544502617801047,0.0013089005235602095,0.0,0.032722513089005235,0.007853403141361256,0.056282722513089,0.034031413612565446,0.03926701570680628,0.0,0.0,0.0,0.002617801047120419,0.005235602094240838,0.011780104712041885,0.007853403141361256,0.0,0.010471204188481676,0.003926701570680628,0.002617801047120419,0.003926701570680628,0.005235602094240838,0.0,0.0,0.0,0.003926701570680628,0.5497382198952879,225.5,5000,0.0,0.06544502617801047,19.1,0.3887434554973822,0.30497382198952877,0.2212041884816754,0.17277486910994763,0.003926701570680628,0.04712041884816754,0.017015706806282723,1.875,22.89156626506024,3002.399999999976,20,13,328
