username,text,O,C,E,A,N
Bhaskar-Bagchi,"“There is nothing to writing. All you do is sit down at a typewriter and bleed.” ― Ernest HemingwayThanks for considering me for answering. I've never written a book, but I liked writing short stories. I am really not sure about what should I answer but here are a few suggestions.The first thing that I think I should say after reading the question details is that don't worry if you have never written any book earlier, every renowned author began at this stage. It is the idea that matters. And if you believe you idea is brilliant I think you are already half way through it. Not being related to any form of art and literature doesn't matter much. I will give you a couple of examples. First is Chetan Bhagat. I know there has been a lot of criticism about his novels/pieces, but does that really stop him from writing? Nope. As a matter of fact I think he writes well. I am not a critic, but my point of view is that his target is the Indian youth, the people of our age group, and he is quite famous in that audience. That is how I see him as a successful writer from a non-literature background. Have you heard Palash Sen of the Euphoria band singing? He is my favorite. He is a doctor by qualification. There are thousands of such examples where people have excelled in the field which they didn't start with. If you do anything by passion you can excel in it.Now let's focus on the publishing part. Although it should be a secondary concern, but it is important too. Before you actually go to a publisher or release an online copy, complete your book(which you will surely do), proof-read it thoroughly and then distribute a some copies to few of you friends and get some reviews. You will know if your audience is happy with the content and if not, where to modify. Revising and rewriting is a key to successful writing. After repeating this for a couple of times, I think you will be ready to finally publish it.These were some general tips I would suggest as a non-writer and non-publisher. Now if you want to get a few tips from writers on how to write better, you should try reading ""Becoming a writer"" by Dorothea Brande. This is an old book and nicely briefs the points that should be taken care yo improve writing. You should also read Ellen Vrana's answer to How can I improve my writing skills? I hope it helps and wish you luck for your writing. Cheers!!",mid,high,mid,low,mid
Bhaskar-Bagchi,"C++ is vast, really vast! If one wants to gulp the whole of it, he might choke. If you are interested only for competitive programming, only a  few things will suffice. I've tried to list them down:The basic input/output. Many programmers use fast input/output to decrease the input/output overhead and avoid TLE.STL is one thing that is very useful to increase coding speed and get rid of writing each and every implementation. If you can get easy with the complete template library, it is great, but again  STL in itself if very big, so learning the most common of those should do as an amateur.Get used to the STL containers, specially vector, stack, queue, set.Each of these containers have special properties as per the data-structure they are implemented for. Sometimes questions become very easy if you recognize the data structure which is being asked for.Use of hash-map and std::map can be very usefulThe implementation of basic algorithms can be found in algorithm.hTemplate classes are not necessary for competitive programming.Basic string handling can be very useful.Get familiar with iterators. Try using forall instead of the conventional for loop.Get a good hold of pointers and structures.Understand the use of macros. If you see the code of any pro-coder who participates regularly you will notice first 50 lines of includes and #define's They have templates of their own which helps them code faster without typing every crap.Some easy tricks like pass-by-reference can sometimes do miracles.Bit operations and bit handling can also be useful.Apart from the language you also need to hone your basic mathematics skills and stress more on logical thinking and algorithms.All the best with your coding!! Cheers!!!",mid,high,mid,low,mid
Bhaskar-Bagchi,"I feel that logic is an integral part of memory. Any logic needs to be stored in memory. Talking about the general sense of logic, what you talk about in the question detail, logic can be viewed as a set of rules. We use different logic in different situations, every situation has to be dealt with a particular rule. Even talking about mathematical formalization, logic can be thought of as a Finite State Machine and even to store an FSM we need some constant amount of memory. So I would say yes we need memory to be a logical person. I am not sure if we need logic to have a good memory, but as I sense from your question, if you are referring to the people who study logically and remember more, I would view it as remembering some basic rules and then building on them new rules i.e. derivation of new rules from existing ones. It is pretty much similar to logic based formal proof systems used in Artificial Intelligence systems where we have a small knowledge base and we build rules from them to proof a query.Coming to the second part of your question, it's sad that in many domains purely memory based questions are given importance while examining someone, but then there are many other systems too, even in India, which give a necessary importance to both logic and memory.Whatever I wrote was mostly what I feel about the topic. But there are many psychological scientists who spend their life studying memory. Interesting facts have come out. Our memory tend to create new facts too. That proves to be very dangerous sometimes. Here is an interesting TED talk in false memory. They don't talk about any relation between memory and logic but they do tell how we create our own version of memory.",mid,high,mid,low,mid
Bhaskar-Bagchi,"In one word ""NO"". I prepared for an year to crack JEE and here I am, enjoying my final semester with a job in my hand. I've many friends who dropped and are placed without any trouble. It is not necessary that you crack the engineering entrance examinations in first go. Some people don't have enough preparations, for others it's bad luck. But after an unsuccessful first attempt many people are skeptical to go for an year drop. But I take it differently, I take it as an opportunity to correct the mistakes I made in my first attempt. Even the companies understand this and may be because of the same reason I've not seen any company judging students for recruitment based on whether they cleared the entrance in first attempt or second. They only see your current technical skills, your problem solving capability which tells them whether you are suitable for them to hire and your curricular and co-curricular achievements, in the order they are listed.But being said that there are a couple of things I think should be addressed here:There are many options other than job immediately after B.Tech. After you enter college you need to explore various options, higher studies being one of the most promising option. A decade back job was a secondary concern and most of the students were worried about grades, scholarships and LOR's for applications for higher studies, but the trend is weathering away. Another path is that of entrepreneurship. You need to have guts for this. You need to forget what the world thinks and pursue you passion, build new idea and have a spirit to conquer the world. There are many others options to be explored, and fortunately none of them ask you if you joined a year late.Taking a year drop is a crucial decision and if you decide to avail this opportunity, make the year worth it. I've seen friends who initially decided to take a drop and by the mid of the year were hopeless and lost their interest in studies. This should never happen. It is very important to keep yourself motivated throughout the year and prove to yourself that since you took the drop you are better that what you were an year ago.",mid,high,mid,low,mid
Bhaskar-Bagchi,"Thanks for A2AI was brought up in a ""not so big"" town. (I don't call it small, because it was not small by the standards then.) In the school, I was the topper of my class(which means a lot when you are a child) but was still considered to be the second best student of the school. There was this guy, lets call him Ramu, who was one year senior to me, and was the one because of whom I was the second best. Ask him to write him an essay on a white A4 sheet and you won't be able to tell whether it was hand-written or printed. He was more handsome than I was and I still am. Although he was my senior we were compared on many aspects like who was better in G.K. He most of the times his team won gold in intra-school quiz whereas I had to be contented with my silver. I was in JRCC(Junior Red Cross Circle), he was in JRCC. I was in Interact(Child club to Rotary club) club, he was in Interact club.Things went pretty much the same way until in 2005 when the Rotary club of our district got an invitation for RYLA(Rotary Youth Leadership Award) Only six students under that club were supposed to go. Ramu was one of them for sure. I also wanted to go. Without creating a fuss 6 students were selected from our school, and I was one of the(because I was the second best in the school :P) The program was 7 days long and all the participants were supposed to stay in the campus of the school for those 7 days. It was the first time I was away from home, among strangers, making new friends, exploring the outside world without parents' protection. I was enjoying it. It was one of the best times I have ever had. In those 7 days I learnt many lessons of life and met many great people. Those debates, dramas, trekking and disco every night, I still remember them vividly and not to forget I still have the slam book I with sweet words from all my RYLA friends.On the last day, I had a feeling of containment. But during the closing ceremony, something unexpected happened. They(the organizers) declared that they had been observing all of us all this time and had selected among us a best boy participant and a best girl participant. I felt bad, if I had known earlier that something like this is to be announced, I would have worked harder. But as I didn't know, nobody else knew. So I didn't think of it much. As the closing ceremony approached to end, they were about to declare the best participants. Me, Ramu and the other 4 from my school were sitting together. We were guessing some names, the most active ones and scanning every face to check the anxiety in people when the announcement called Bhaskar Bagchi. I was in cloud nine. Nobody(at least me and my group) expect that this guy, who is writing this answer would be declared The Best Boy Participant in The SAARC Centennial RYLA 2005. It meant a lot to me. While being all natural and all myself, I proved to be better than all 200 participants, more specially our best boy of the school. I didn't have any personal issues with the guy, rather I respect him a lot, but this was a great moral boost-up for me. I still remember on of his relative's remark on the result(this relative was our family friend) He said ""Actually Ramu is taller and looks a little matured whereas Bhaskar is still a child. May be that's why they chose him instead of Ramu."" I don't care what people say, I proved it. From that day I know ""Damn!!! I am the best"" :D",mid,high,mid,low,mid
Bhaskar-Bagchi,"2.2 People do many things, and as I read the answers each one of them appears to be very appealing, but yes everyone has a little secret, a little trick that gives them happiness. Here is mine. The one thing that makes big difference in my day is a 2.2 on my bicycle.For those who don't understand the premise, I am a student at IIT Kharagpur. We have a very big campus, some 2200 acers, very beautiful. The trees and greenery takes my breath away. Most of the important non-academic places in the campus that might interest the students are along a ring road, which also touches the academic complex, the main-building as we call it. This also includes most of the halls of residences, CCD, BR, Tikka, Veggies, Gymkhana, Swimming pool and many more. This ring road is 2.2 km long, and therefore gets its name 2.2Its beauty increases with the time of the day. After the working hours it is mostly used as a jogging track. After dinner friends hangout in groups, some couples are seen spending time with each other sharing the experiences of the day. Some people try things like skating and skeet boarding. Past midnight slowly and steadily the rush decreases. People usually return to their halls after the tiring day.Being an engineering student, it is not very abnormal for me to be awake till 2 a.m. At this time the 2.2 is most beautiful. Nearly nobody roaming around, street lights lighting the road, cold breeze and the silence. At this point of time I love to go for a 2.2 on my bicycle, all alone, some slow music in the earplugs and fresh air filling the lungs. All the pressure seems to vanish for a moment. Those 5-10 minutes removes all the worries and tensions. I suddenly forget all the worries and get some time to think about myself, how was the day, what went wrong and what went unexpectedly very well. I call this ""giving 5 minutes of the day to yourself"". In those 5 minutes nobody disturbs me. Many of my close friends know about this habit of mine. Some of them even call me tharki saying that I go out so that I can call someone and they don't know. Whatever they say, that doesn't matter. I love that part of the day(rather I should call it night.) That makes me ready for the next day. Sometimes I am afraid, after I pass out, where will I find this 2.2 again.",mid,high,mid,low,mid
Bhaskar-Bagchi,"A2AAs you already know practical implementation is the best way to learn, but since you insist me to suggest something apart from implementation, I would pick video.Let me take this opportunity to justify my choice. Text is always better if one wants to get in-depth knowledge of anything. Good textbooks, may that be of any subject, contains detailed information about the relevant topics. But if someone is not habituated to reading, textbooks can turn out to be monotonous and boring very soon. Next best choice is if you get a chance of learning from someone who is experienced and knows a lot about the subject. This is more like studying in a class where an experienced teacher teaches a subject. This can be achieved by both audio and video. But the problem with audio is that we are not completely involved in it. While listening to the video, you will check you facebook notification and whatsapp twice, will think of a cup of tea, look out of the window and find children playing and will do many other things. On the contrary if you are watching a video, or a video lecture, both your senses i.e. listening and and seeing, will have to be involved and you get lesser chance of being distracted. Thus, I feel, learning will be better with video compared to learning with audio.",mid,high,mid,low,mid
Bhaskar-Bagchi,"A2ASay you are a veteran of algorithms and want to share your knowledge and want to share your knowledge with the world. For the same you have decided to write a book on it. Now you have a road-map ready for it and since you are a very organized person, you pen down the idea, the road-map, the printing houses you will contact, people whom you would like to review and proof-read your book and everything else you need in the order you need.Now you actually sit down and start with writing the first chapter of your book, and slowly and steadily complete the book. Now you get it proof-read and start approaching the publishers.Here the first part, where you pend down your idea, road-map and steps is like writing the algorithm, and executing the actual plan, writing the book is like writing the computer program.Remember that in both the cases you were writing plane text on a piece of paper but they are not the same. Similarly algorithm is the idea of solution of a problem and computer program is writing the step by step execution of the idea. I know it is not a very good analogy, but this is the best I can think of to convey what I want to convey. There is a difference between algorithm and computer program and comparing them doesn't make much sense. Computer programs are step-by-step instruction, which on execution, will realize the solution in the way proposed by the algorithm.Hope I was able to convey what I wanted to. Cheers!!",mid,high,mid,low,mid
Aditya-Jain-14,"I will list down the leading groups and/or people in the country here. The procedure for applying for interns is broadly categorized into two :1. Portal based application : For this have an eye out on the websites of the institutes and/or programs that I shall list soon.2. Email based application : This involves sending out personal emails to the professors asking for a possible internship. I will elaborate on this towards the end of this answer.The list of groups is as follows :1.  Quantum Information and Computation (QIC) Group at the Harish-Chandra Research Institute (HRI) - QICThis group organizes a proper summer internship program :The Graduate Programs in Physics at HRI2. Institute of Mathematical Sciences, Chennai - (a) Prof V. Arvind - V. Arvind's Home Page(b) Prof Rajiah Simon -  The Institute of Mathematical Sciences(c) Prof Sibasish Ghosh -  The Institute of Mathematical Sciences3. ISI, Kolkata - Dr. Guruprasad Kar :  Welcome to PAMU, ISIA summer school is organised during the summer and it is one of the best starting points according to me as concepts are taught from the basics here. The link to last years flier is : Page on isical.ac.inTowards the end of the above document, you shall find a major subset of the people working in Quantum Information and Quantum Computation across the country. 4. TIFR, Mumbai Official summer program : VSRP-2015 HomeResearchers : (a) Homepage of Jaikumar Radhakrishnan(b) Pranab Sen5. IISER Kolkata - Official program : Summer RegistrationResearchers : Prasanta Panigrahi, Chiranjib mitra6. S. N. Bose National Centre for Basic Sciences - archan s majumdar Apart from these there are some standard programs like :1. JNCASR2. IAS Summer research program - Page on ias.ac.in:8080Preparation :While some programs expect you to have a significant background knowledge and projects done earlier, there are a few other which are intended to provide a smooth entry into the field - ISI is one such place. Without knowing how much experience you have in Quantum Information and Quantum Computation already its a bit difficult to comment on the preparation strategy.Coming finally to the second way in which you can crack a good intern i.e emails. Please ensure that you have done enough background work before emailing any professor. By background work I mean go through their list of publications and get a sense as to which sub-domain they are working on. Also try to read a few interesting publications and an icing on the cake would be to propose a problem statement by yourself or ask doubts from their publications ( if you have any ). This is the closest to ideal scenario you can get. Some of the above links contain a major subset of people working in the domain and you can explore their work and finally email them. All the best!",high,mid,low,low,low
Aditya-Jain-14,"Not necessarily. The notion of decidability is a bit different from NP-Hardness and NP-Completeness.Loosely speaking, NP Complete problems are a subset of NP-hard problems.Lets get some definitions correct and then I shall give examples.NP-hard : A problem P is said to be NP hard if all problems in NP are reducible to P.NP-Complete : A problem P is said to be NP-Complete if :(i) all problems in NP are reducible to P i.e P is NP-hardand (ii) P lies in NPThus NP-Complete problems are the hardest problems that lie in NP.Problem P <-> Language LAny problem P can be converted into a decision problem whereby its inputs either get accepted or rejected. A language L is thus constructed out of the problem which contains all the inputs that get accepted. For example : Consider the problem of finding prime numbers. This can be framed as given a number 'p' find whether its prime or not. The language L will thus be a set of all prime numbers. Decidable : A problem L is said to be decidable if there exists an algorithm with accepts all the elements of L and rejects those which do not belong to L. Please note that time not a constraint when it comes to decidability. If one is able to write any algorithm that does the job, the problem will be decidable.Thus all problems that belong to NP are decidable. But NP hard does not imply decidabile always. In principle, all problems in NP can be reduced to Halting Problem which can be classified as both NP-hard and undecidable.Thus to sum up :1. NP complete = NP hard + problem lies in NP2. NP hard problems may or may not lie in NP3. Decidability does not depend on the time complexity.4. NP-hard implies neither decidable nor undecidable.Examples :1. NP-Hard, decidable but not NP-CompleteThe language of True quantified Boolean formula is decidable in polynomial space, but not Non-deterministic polynomial time. Thus it is a good example since it lies beyond NP, is decidable and NP-hard too.2. NP-Hard, decidable and also NP-CompleteThis basically boils down to a NP-Complete problem which is decidable. Hence all NP-Complete problems are examples since all of them are decidable.",high,mid,low,low,low
Aditya-Jain-14,"As other answers have suggested, I would also suggest going for a good  bat at once. I also suggest buying the ply and rubber separately and  getting it assembled rather than going for ready-made bats. This gives  you the freedom to tailor the bat according to your needs. Now coming to  the specifics, you have to make two choices : ply and the rubber.There  are various varieties for both of them. I personally use Butterfly Jonyer H-II Table Tennis Blade - Buy Butterfly Jonyer H-II Table Tennis Blade Online at Best Prices in India - Table Tennis | Flipkart.com  as ply  and Yasaka Mark V Max Table Tennis Rubber - Buy Yasaka Mark V Max Table Tennis Rubber Online at Best Prices in India - Table Tennis | Flipkart.com  for both  sides of my bat. It has more than average spin and speed both. Its  impossible to comment on the characteristics of all possible varieties  out there, I advice you to do a bit of research before selecting one.  If  you have access to some good players around try their bats.  It is possible to go for different kinds of rubber for both sides. Possibilities are immense, you need to find what suits your style of play the most.Lastly,  the pocket pinch is high but trust me it lasts really long (4+ years in  my case) if you take proper care of the same. Later also, you can get  just the rubber changed and be just fine with the bat. Moreover don't  purchase them online. You are likely to get it cheaper at local stores  but at the same time do ensure that you get genuine products. Happy playing :)",high,mid,low,low,low
Aditya-Jain-14,"Note : Explanation below the pseudocode.An extra stack to be maintained.int sum ( node ){  if node->left = NULL and node->right = NULL       return node->value  else if node->left = NULL       return node-> value + sum (node -> right)  else if node ->right = NULL       return node->value + sum (node -> left)  else      return node->value + max(sum (node -> right),sum (node -> left) )  }void maxsumpath( node ){   if node->left = NULL and node->right = NULL        push node onto stack        return    else if node -> left = NULL                maxsumpath (node -> right)        push node onto stack  else if node -> right = NULL                maxsumpath (node -> left)         push node onto stack  else        if sum (node -> left ) < sum (node -> right)                maxsumpath (node -> right)                         push node onto stack       else                    maxsumpath (node -> left)                       push node onto stack}main (){variables maxsum and nodemaxfor every node in the tree :    temporary_sum = node -> val + sum(node->left) [if node->left exists] + sum(node->right) [if node->right exists]    if maxsum > temporary_ sum              maxsum = temporary_sum             nodemax = nodemaxsumpath(nodemax->right) [if exists]push nodemax onto stackmaxsumpath(nodemax->left) [if exists]pop all the elements of the stack to obtain the path.}Explanation:1. sum function calculates the maximum sum that can be obtained till that node from a leaf.2. maxsumpath prints the path that was followed to get the sum of nodemax.3. Elements are pushed onto the stack in the reverse order so that they get popped in the correct order.Improving efficiency : overall O (n)1. Call sum function in increasing order of height of the nodes for all the nodes and store the sum values.2. Use previously calculated values to calculate the sum values for new nodes. (Dynamic programming approach) Assumption : Input consists of positive numbers.Hope its clear and solves the doubt.",high,mid,low,low,low
Aditya-Jain-14,"Kolmogorov complexity and Shannon entropy are very different although they appear to be somewhat similar.Wikipedia defines Kolmogorov complexity of an object, such as a piece of text, to be a measure of the computability resources needed to specify the object. Kolmogorov complexity in concrete terms is the minimum piece of code/program that one can write to generate a particular string. The basic difference between Kolmogorov complexity(KC) and Shannon entropy(SE) is that KC is concerned with the content of information whereas SE is concerned with the missing information. I""ll illustrate this point with a few examples :1. Suppose there is a match going on between Team A and Team B with possible results being win or loss only. Alice is watching the match whereas Bob does not have access to it but however knows about the teams involved and other essential details. Now, the randomness associated with such an event is captured by Shannon entropy. It says that such an event has randomness equivalent to 1 bit. Alice can safely use 1 bit to convey the result of the match(the missing information). Its called missing information because Bob had all the information regarding the match except the result which was the outcome of a random event.2. Now suppose Alice wants to store a piece of string say ""11110000"". Few possible ways of storing the same are :(i) ""11110000"" using 8 characters(ii) ""1*40*4"" using lesser number of charactersOr any other way from which it can be retrieved back. The minimal of these possibilities in terms of size is what is known as KC. Important point to note is that KC is associated with the whole of information content.Thus KC and SE have diverse applications in their respective domains, some of which include data compression and communication respectively.",high,mid,low,low,low
Aditya-Jain-14,"Not really to be honest! Quantum mechanics is flexible in the manner in which you want to learn it. People belonging to different domains (Physics, Chemistry, Computing, etc) learn quantum mechanics in a way thats helpful for them and easy to apply in their respective domains.For example : Physicists worry about schrodinger equation, differential equations, types of solutions to these equations, properties associated with molecules, etc. However, when it comes to computing the same things undergo certain changes. The operators which were represented as complex looking algebraic function now turn into nice looking matrices and termed as gates. The notations change from integrals to a different type known as Bra–ket notation. We are no longer worried about solving differential equations and their solutions. Rather we are worried about how a given state, which nothing but a column vector or matrix in the more generalised scenario (Density matrix), changes on application of operators (which are again matrices). To sum it up, one only needs to know the basic postulates of Quantum mechanics but does not need to worry about the intricate details associated with them. However, it is always an advantage if one has a basic understanding of quantum mechanics from a physicists point of view as it helps in appreciating the beauty of nature and providing a holistic view of the subject. I""ll leave you with two great references which approach Quantum Computing in a way such that it requires almost no understanding of Quantum Mechanics from a physicists point of view.1. Page on edx.org2. Quantum Computation and Quantum Information: 10th Anniversary Edition: Michael A. Nielsen, Isaac L. Chuang: 9781107002173: Amazon.com: Books",high,mid,low,low,low
Aditya-Jain-14,"Assumption : You are a CS undergrad with no prior training in Quantum Mechanics.I would suggest you to get started with the following lecture series by Umesh Vazirani : Quantum Mechanics and Quantum Computation. This will give you a smooth transition into the world of Quantum Computing as this course does not have Quantum Mechanics as a prerequisite.Followed by this or in parallel , you can start reading ""Quantum Computation and Quantum Information"" by Michael A. Nielsen and Isaac L. Chuang. I strongly advise you to go through Chapter 2 in particular and try solving the exercise problems as you go along.Both the references above will help you brush up your Linear Algebra, which is a must for Quantum Computing. You might consider strengthening Linear Algebra separately if needed.Apart from these, try taking an introductory course on Quantum Mechanics if it is offered in your institute or some MOOC. I wouldn't recommend a deeper learning of Quantum Mechanics as it is not essential for the purpose of Quantum Computing. However, knowing the basics helps appreciate the topics better. After this you will have a basic knowledge of what Quantum Computing is all about. Now you can narrow down onto any sub-field of your interest and thereby build up skills required for that particular sub-field by reading papers and/or working out related exercises. The number of sub-fields are vast. I""ll mention a few :1. Quantum Cryptography2. Quantum Correlations3. Quantum Complexity theory4. Quantum AlgorithmsPlease note that Quantum Computing has two broad classifications : Physics half and Computer Science half, which interact in a pretty interesting way. All the above is with respect to the Computer Science half.",high,mid,low,low,low
Aditya-Jain-14,"You give that kid an incentive. Lets say he goes to school one fine day with you. You give him the names of 15 teachers and their room numbers and tell him/her that one among these has a bag of chocolates for him/her. He just has to find which one and he will get all the chocolates.Scenario 1 :The kid is patient and clever and decides to do the job alone so that he has all chocolates to himself. So he goes  to each of the teachers one by one and asks them for chocolates. Eventually succeeds in some amount of time.Scenario 2 :The kid is really impatient and craving for chocolates with his mouth watering. So he decides to get hold of 15 other friends and tells each of them to visit a particular teacher and return to commonly agreed fixed point with the chocolates if any of them gets them. He stands at the fixed point waiting for them. As soon as one of his friends succeeds, he gets the chocolates.So here is the conclusion : Scenario 1 is what we call a deterministic algorithm where one proceeds sequentially whereas the second scenario is non-deterministic since one tries out all possibilities at once using extra power of ""non-determinism"" (friends in this case).PS : The incentive is in bold everywhere in the answer.Assumptions :1. Assumed the kid to be a male at several places just for simplifying the answer. No gender bias. And the algorithm will hold because all are chocolate lovers anyway.2. Friends are assumed to be loyal to agree to the condition and return to the meeting point rather than running away with the bag!",high,mid,low,low,low
Aditya-Jain-14,"Loosely speaking, NP Complete problems are a subset of NP-hard problems.Definitions :NP-hard : A problem P is said to be NP hard if all problems in NP are reducible to P.NP-Complete : A problem P is said to be NP-Complete if :(i) all problems in NP are reducible to P i.e P is NP-hardand (ii) P lies in NPThus NP-Complete problems are the hardest problems that lie in NP.Problem P <-> Language LAny problem P can be converted into a decision problem whereby its inputs either get accepted or rejected. A language L is thus constructed out of the problem which contains all the inputs that get accepted. For example : Consider the problem of finding prime numbers. This can be framed as given a number 'p' find whether its prime or not. The language L will thus be a set of all prime numbers. Decidable : A problem L is said to be decidable if there exists an algorithm with accepts all the elements of L and rejects those which do not belong to L. Please note that time not a constraint when it comes to decidability. If one is able to write any algorithm that does the job, the problem will be decidable.Thus all problems that belong to NP are decidable. But NP hard does not imply decidabile always. In principle, all problems in NP can be reduced to Halting Problem which can be classified as both NP-hard and undecidable.Thus to sum up :1. NP complete = NP hard + problem lies in NP2. NP hard problems may or may not lie in NP3. Decidability does not depend on the time complexity.4. NP-hard implies neither decidable nor undecidable.",high,mid,low,low,low
Aditya-Jain-14,Life varies greatly from person to person and there is no single definition which fits for all. For most of us its a race. A race in which one gets up with a set of tasks to be done all throughout the day and ends with more tasks in hand for the next day. For some its a race to fill their stomach with two meals a day. For some it can be summed up with a smile on the face of their loved ones. For some its a party night at the pub. For some its pulling up a tattered blanket on a winter night by the roadside. For some its an unhappy one with millions into the account. While some happy with a meal with the family. http://thefearlessheart.org/its-not-so-easy-to-be-rich/For some its fighting at the border while others snoring all night peacefully.For some its a dream to achieve and transform the world. While others just counting years!                                                                                                                                                                                                                                                                      Life is how one looks at it and that way is what defines life. It goes on in a loop! PS : All images have been taken from google image search. Any resemblance to any person is coincidental.,high,mid,low,low,low
Aditya-Jain-14,"One way in which information is interpreted in Information Theory is Entropy. Entropy in simple terms is directly related to randomness/ uncertainty associated with any system. More the entropy more the uncertainty. Wikipedia gives two definitions of Entropy (information theory) :1. Entropy is the average amount of information contained in each message received.2. Entropy is a measure of unpredictability of information content.Both these definitions are equivalent. Let me demonstrate this with a few examples :Let us consider someone I tell the following three statements to you  :1. Sun will rise in East tomorrow.2. It has been proven that humans can fly.3. Since the weather is cloudy it might rain today.Now ranking these in terms of uncertianty : 2 > 3 > 1The second definition states that you will get most information out of second statement, followed by third and lastly first. This is simply because first is a well known universal fact i.e totally predictable whereas the second in highly unpredictable.The first definition captures the quantitative aspect of the information that you receive. There are many types of entropies which try to quantify information in different ways. One common measure is Shannon's Entropy. Explore wikipedia and the following book if interested in further exploration :Elements of Information Theory (Wiley Series in Telecommunications and Signal Processing): Thomas M. Cover, Joy A. Thomas: 9780471062592: Amazon.com: Books",high,mid,low,low,low
Ram-Baheti-1,"Back in the day India wasn't considered a good side away from home. They were always the underdogs in an away series. We had developed the notion that India cannot win overseas. Even a draw by the Indian side was considered to be a victory back home. Some people weren't very fond of this. Some of them wanted this to change. 1 person took the charge. Saurav Ganguly he was called. The Prince of Kolkata,  The Bengal Tiger, the Warrior Prince- DADA.When He debuted, back in 1992, he was so arrogant tht he said that he wasn't on the team to be a waterboy. But who knew that this arrogance was to take India to glory in the decade to follow. He got a playing chance in 1996 tour of England and made his debut at the Lord's. He played a scintillating 141runs knock and stamped his arrival to the world of cricket.Dada was an aggressive batsman. He used to play with such ease and find so many runs on the off side that he was mentioned as Rahul Dravid as""Next To God on Off Side"". Not only he was classy on the off side but he used to hit a lot many sixes on the on side too. He used to dance sown the pitch to spinners and tharsh them over the mid wicket and long on. Pleasure to watch and enjoy. When Sachin Tendulkar decided to give up captaincy, it was handed over to Dada. Who would've known that this lad was to hike up mountains in the followings. Dada was always an aggressive captain. And he didn't hesitate to take unconventional and unorthodox methods TO WIN. Yes for Dada it was foremost that he won the game. He captained India to the finals of ICC Knockout Cup in 1999, final of 2003 world cup. But more importantly, he revived the spirit in Indian Test cricket. Giving a fight till the end, playing aggressively whatsoever be the conditions, and backing youngsters to rise up on occasions were the peculiar traits of Dada's captaincy. Then there came a time where he thought that the then coach of India was meddling with things not to be right. Dada was striked out of the team because of the ongoing controversy. But that didn't mean it ended up nicely. He is a warrior . He came back to the side almost a year later just to show how much he still has to give to the Indian cricket. Among all the retiring legends of India, Dada holds the highest average. And that itself is an achievement when compared to Tendulkar, Dravid, Gavaskar, Laxman. It's not because of nothing that one guy could change the face of Indian cricket overseas unless his name spells Saurav Ganguly. The victories in England, Australia, Pakistan; those against SA, WI in home are all testimony to his brilliance in captaincy. But it doesn't end there. Dada was in the side of the KkR in IpL, Though he couldn't do very well in the three seasons there he was the top run getter for then in 1 season. In season 4 he was picked by Pune Warriors, where he didn't have a very good season but his celebration on the wicket of Kevin Pietersen.There will be better players. There will be better captains. And there may be better leaders. But there will never be a Dada again.​",mid,low,high,mid,low
Ram-Baheti-1,"I face the same problem with my best buddy. He constantly keeps arguing that Rohit Sharma is a better player in the side.I only put out a few points. Kohli is the one who can score runs at any pace and in any situation(Australia, New Zealand, West Indies, South Africa, and of course the subcontinent). He comes in to bat either when we lose an early wicket or when the openers have scored runs freely. In both of these circumstances there is pressure. In the former its understood but in the latter, not to let the runrate drop and score without taking too many balls to get set.He has more or less no injuries whatsoever. He has been in the side when there was Tendulkar and Sehwag and Gambhir dominating the attacks all over the world. He has been there when these greats were replaced. And unlike any other player in the side from then and now, he has been a better match winner. Stats prove this too.He is now the captain of the Indian test side, which in itself shows the belief that the seniors have instilled in him. He is always aggressive and energetic on the field. He brings a flair to the pitch like no one else. When all the players fail against the greatest of bowlers, he smacks them round the park- be it Saeed Ajmal, Malinga, Dale Steyn or Narine. And the numbers part, that shows the great stature of this player at this young age. Second fastest to 5000 runs. Most centuries in chasing and winning. Centuries in India, Australia, South Africa, West Indies, New Zealand. Highest T20 average till date. And above all, the belief of a nation of a billion people. This guy has it all.",mid,low,high,mid,low
Ram-Baheti-1,"According to the current scenario, one could surely argue over some of the players being included or excluded in the side.The confirm players would be-MS DhoniVirat KohliRohit SharmaShikhar DhawanAjinkya Rahane Suresh RainaAmbati RayuduR JadejaR AshwinUmesh YadavBhuvaneshwar KumarApart from these, the bowling options will be - Mohd Shami(not sure bc still injured and going to make a comeback) Varun Aaron(not a great performer in T20 cricket but acclaimed by seniors) Ishant Sharma(most likely third bowler because he has been a senior bowler in the team now) Mohit Sharma(captains confidence and plays for CSK in the IPL) Ashish Nehra(good performance in the T20 League)The spinners at option can beHarbhajan Singh(performed well in the IPL and WC being in India he is a very experienced and well to do campaigner) Karn Sharma(Leggie and performed well in the IpL) Amit Mishra(Experience and IPL performance) Pyush Chawla(most likely to make it to the side because of performance in the IPL) Now when it comes to the All Rounders - Axar Patel(he is not confirm in the side bc R Jadeja is playing and has captain's comfidence too and he might just be left out for playing the extra spinner)Apart from these the extra batsman to be played will have many options which would also change over the due course of time. All of them could not be discussed. The perfect combination to play the T20 WC 2016 in INDIA would be8 batsman3 seamers4 spinners(includin spin all rounders)",mid,low,high,mid,low
